65536,2110.0
65537,2110.1
65538,2110.2
65539,2110.3
65540,2110.4
65541,2110.5
65542,2110.6
65543,2110.7
65544,2110.8
65545,2110.9
65546,2111.0
65547,2111.1
65548,2111.2
65549,2111.3
65550,2111.4
65551,2111.5
65552,2111.6
65553,2111.7
65554,2111.8
65555,2111.9
65556,2112.0
65557,2112.1
65558,2112.2
65559,2112.3
65560,2112.4
65561,2112.5
65562,2112.6
65563,2112.7
65564,2112.8
65565,2112.9
65566,2113.0
65567,2113.1
65568,2113.2
65569,2113.3
65570,2113.4
65571,2113.5
65572,2113.6
65573,2113.7
65574,2113.8
65575,2113.9
65576,2114.0
65577,2114.1
65578,2114.2
65579,2114.3
65580,2114.4
65581,2114.5
65582,2114.6
65583,2114.7
65584,2114.8
65585,2114.9
65586,2115.0
65587,2115.1
65588,2115.2
65589,2115.3
65590,2115.4
65591,2115.5
65592,2115.6
65593,2115.7
65594,2115.8
65595,2115.9
65596,2116.0
65597,2116.1
65598,2116.2
65599,2116.3
65600,2116.4
65601,2116.5
65602,2116.6
65603,2116.7
65604,2116.8
65605,2116.9
65606,2117.0
65607,2117.1
65608,2117.2
65609,2117.3
65610,2117.4
65611,2117.5
65612,2117.6
65613,2117.7
65614,2117.8
65615,2117.9
65616,2118.0
65617,2118.1
65618,2118.2
65619,2118.3
65620,2118.4
65621,2118.5
65622,2118.6
65623,2118.7
65624,2118.8
65625,2118.9
65626,2119.0
65627,2119.1
65628,2119.2
65629,2119.3
65630,2119.4
65631,2119.5
65632,2119.6
65633,2119.7
65634,2119.8
65635,2119.9
65636,2120.0
65637,2120.1
65638,2120.2
65639,2120.3
65640,2120.4
65641,2120.5
65642,2120.6
65643,2120.7
65644,2120.8
65645,2120.9
65646,2121.0
65647,2121.1
65648,2121.2
65649,2121.3
65650,2121.4
65651,2121.5
65652,2121.6
65653,2121.7
65654,2121.8
65655,2121.9
65656,2122.0
65657,2122.1
65658,2122.2
65659,2122.3
65660,2122.4
65661,2122.5
65662,2122.6
65663,2122.7
65664,2122.8
65665,2122.9
65666,2123.0
65667,2123.1
65668,2123.2
65669,2123.3
65670,2123.4
65671,2123.5
65672,2123.6
65673,2123.7
65674,2123.8
65675,2123.9
65676,2124.0
65677,2124.1
65678,2124.2
65679,2124.3
65680,2124.4
65681,2124.5
65682,2124.6
65683,2124.7
65684,2124.8
65685,2124.9
65686,2125.0
65687,2125.1
65688,2125.2
65689,2125.3
65690,2125.4
65691,2125.5
65692,2125.6
65693,2125.7
65694,2125.8
65695,2125.9
65696,2126.0
65697,2126.1
65698,2126.2
65699,2126.3
65700,2126.4
65701,2126.5
65702,2126.6
65703,2126.7
65704,2126.8
65705,2126.9
65706,2127.0
65707,2127.1
65708,2127.2
65709,2127.3
65710,2127.4
65711,2127.5
65712,2127.6
65713,2127.7
65714,2127.8
65715,2127.9
65716,2128.0
65717,2128.1
65718,2128.2
65719,2128.3
65720,2128.4
65721,2128.5
65722,2128.6
65723,2128.7
65724,2128.8
65725,2128.9
65726,2129.0
65727,2129.1
65728,2129.2
65729,2129.3
65730,2129.4
65731,2129.5
65732,2129.6
65733,2129.7
65734,2129.8
65735,2129.9
65736,2130.0
65737,2130.1
65738,2130.2
65739,2130.3
65740,2130.4
65741,2130.5
65742,2130.6
65743,2130.7
65744,2130.8
65745,2130.9
65746,2131.0
65747,2131.1
65748,2131.2
65749,2131.3
65750,2131.4
65751,2131.5
65752,2131.6
65753,2131.7
65754,2131.8
65755,2131.9
65756,2132.0
65757,2132.1
65758,2132.2
65759,2132.3
65760,2132.4
65761,2132.5
65762,2132.6
65763,2132.7
65764,2132.8
65765,2132.9
65766,2133.0
65767,2133.1
65768,2133.2
65769,2133.3
65770,2133.4
65771,2133.5
65772,2133.6
65773,2133.7
65774,2133.8
65775,2133.9
65776,2134.0
65777,2134.1
65778,2134.2
65779,2134.3
65780,2134.4
65781,2134.5
65782,2134.6
65783,2134.7
65784,2134.8
65785,2134.9
65786,2135.0
65787,2135.1
65788,2135.2
65789,2135.3
65790,2135.4
65791,2135.5
65792,2135.6
65793,2135.7
65794,2135.8
65795,2135.9
65796,2136.0
65797,2136.1
65798,2136.2
65799,2136.3
65800,2136.4
65801,2136.5
65802,2136.6
65803,2136.7
65804,2136.8
65805,2136.9
65806,2137.0
65807,2137.1
65808,2137.2
65809,2137.3
65810,2137.4
65811,2137.5
65812,2137.6
65813,2137.7
65814,2137.8
65815,2137.9
65816,2138.0
65817,2138.1
65818,2138.2
65819,2138.3
65820,2138.4
65821,2138.5
65822,2138.6
65823,2138.7
65824,2138.8
65825,2138.9
65826,2139.0
65827,2139.1
65828,2139.2
65829,2139.3
65830,2139.4
65831,2139.5
65832,2139.6
65833,2139.7
65834,2139.8
65835,2139.9
65836,2140.0
65837,2140.1
65838,2140.2
65839,2140.3
65840,2140.4
65841,2140.5
65842,2140.6
65843,2140.7
65844,2140.8
65845,2140.9
65846,2141.0
65847,2141.1
65848,2141.2
65849,2141.3
65850,2141.4
65851,2141.5
65852,2141.6
65853,2141.7
